"customer_id"	"name"	"real_value"
753	"Jasmine Pruitt"	249697.043760
754	"Jasmine Smith"	76967.750560
755	"Jasmine Solomon"	179909.194890
756	"Jasmine Wyatt"	203492.065080
757	"Jean Fletcher"	442543.872210
758	"Jeanette Price"	471342.277630
759	"Jeanette Valencia"	59573.070290
760	"Jeanne Gilbert"	110476.307320
761	"Jenna Golden"	154254.965970
762	"Jenna Stevens"	80208.957510
763	"Jenna Tapia"	93084.234980
764	"Jenna Thomas"	164036.285800
765	"Jennifer Bailey"	474305.934620
766	"Jennifer Bishop"	233169.943080
767	"Jennifer Campbell MD"	116882.385580
768	"Jennifer Carr"	155129.576930
769	"Jennifer Curtis"	162103.752590
770	"Jennifer Diaz"	8554.211560
771	"Jennifer Diaz"	275387.269930
772	"Jennifer Edwards"	160980.280490
773	"Jennifer Edwards"	418059.547080
774	"Jennifer Ellis"	212520.150830
775	"Jennifer Everett"	412691.852400
776	"Jennifer Gomez"	587942.503040
777	"Jennifer Harper"	470153.437400
778	"Jennifer Harrington"	6366.316320
779	"Jennifer Hopkins"	121680.345080
780	"Jennifer Horne"	162523.705460
781	"Jennifer Hull"	229221.723220
782	"Jennifer Jackson"	19330.133370
783	"Jennifer Johns"	503298.961810
784	"Jennifer Johnson"	394003.472270
785	"Jennifer Jones"	104448.923080
786	"Jennifer Krueger"	429847.017950
787	"Jennifer Lewis"	192409.145070
788	"Jennifer Marshall"	9504.884810
789	"Jennifer Martin"	186624.829180
790	"Jennifer Mcdonald"	128210.234030
791	"Jennifer Nielsen"	120761.657200
792	"Jennifer Ortega"	443363.410660
793	"Jennifer Padilla"	157077.308780
794	"Jennifer Parker"	124533.641780
795	"Jennifer Pierce"	181733.367490
796	"Jennifer Reese"	91596.754320
797	"Jennifer Rivera"	55999.077040
798	"Jennifer Rose"	584054.787940
799	"Jennifer Schroeder"	247951.363160
800	"Jennifer Sherman"	437944.358330
801	"Jennifer Smith"	43617.970230
802	"Jennifer Sparks"	94453.403930
803	"Jennifer Stuart"	202454.946540
804	"Jennifer Thomas"	398934.541730
805	"Jennifer Thompson"	59579.148620
806	"Jennifer Turner"	197918.370300
807	"Jennifer Ward"	118190.898460
808	"Jennifer Welch"	562621.019210
809	"Jennifer White"	229336.513570
810	"Jennifer White"	18861.379790
811	"Jennifer Williams"	555989.916140
812	"Jennifer Williams"	245274.971230
813	"Jennifer Wilson"	209443.664330
814	"Jennifer Wilson"	8230.100420
815	"Jenny Phillips"	123077.209490
816	"Jenny Snow"	204482.220950
817	"Jessica Andersen"	426460.124800
818	"Jessica Blake"	272470.634410
819	"Jessica Bowen"	552901.815760
820	"Jessica Clark"	458508.129810
821	"Jessica Cummings"	35322.004630
822	"Jessica Curtis"	236941.236700
823	"Jessica Davis"	281691.971410
824	"Jessica Davis"	465367.065740
825	"Jessica Gibson"	503739.657710
826	"Jessica Greene"	142935.758010
827	"Jessica Hodges"	155592.130780
828	"Jessica James"	101778.251960
829	"Jessica Johnson"	17155.093820
830	"Jessica Kelley"	444672.441800
831	"Jessica Leblanc"	108845.589570
832	"Jessica Mahoney"	112281.952610
833	"Jessica Miller PhD"	512403.946750
834	"Jessica Nelson PhD"	179482.012750
835	"Jessica Oliver"	131966.890420
836	"Jessica Phillips"	396533.683230
837	"Jessica Ramirez"	152694.843440
838	"Jessica Roberts"	561801.896710
839	"Jessica Ross"	446842.792100
840	"Jessica Schroeder"	308450.335860
841	"Jessica Smith"	322899.058400
842	"Jessica Smith"	182582.151670
843	"Jessica Spencer"	181357.895070
844	"Jessica Stewart"	182855.102630
845	"Jessica Thompson"	3055.862360
846	"Jessica Torres"	87287.111620
847	"Jessica Turner"	97912.461750
848	"Jessica Villa"	166805.140820
849	"Jessica Watson"	180116.877010
850	"Jessica Webster"	53088.785640
851	"Jessica Williams MD"	222300.532760
852	"Jessica Williams"	178028.221370
853	"Jessica Willis"	20161.990740
854	"Jessica Woods"	154834.522190
855	"Jessica Zamora"	49233.435730
856	"Jill Alvarado"	31675.402510
857	"Jill Blair"	77019.703180
858	"Jill Dean"	369825.619430
859	"Jill Evans"	151837.791850
860	"Jill Moore"	182058.772300
861	"Jill Norris"	195454.357240
862	"Jill Shannon"	455607.744720
863	"Jillian Martin"	214709.010700
864	"Joan Ellis"	47283.472090
865	"Joan Hampton"	551453.084950
866	"Joan Smith"	515462.606450
867	"Joanna Johnson"	136068.213170
868	"Joanna Miller"	170089.388320
869	"Joanna Olson"	199650.336900
870	"Joanne Allen"	68201.006950
871	"Joanne Rivas"	408601.943510
872	"Jocelyn Lewis"	152816.617110
873	"Jocelyn Sampson"	80210.163750
874	"Jodi Reyes"	453534.050670
875	"Jodi Richards"	65314.292520
876	"Jody Perez"	202720.189250
877	"Jordan Edwards"	523486.860110
878	"Jordan Russo"	609911.162260
879	"Joy Johnson"	127822.583700
880	"Joy King"	221943.955180
881	"Joyce Bean"	578430.797960
882	"Joyce Ellis"	552919.080980
883	"Judith Taylor"	164375.431810
884	"Judy Johnson"	173303.203050
885	"Judy Williams"	540588.299690
886	"Julia Brown"	572710.012210
887	"Julia Buchanan"	167545.481180
888	"Julia Duran"	96681.295530
889	"Julia Floyd"	143113.598720
890	"Julia Franklin"	162179.139760
891	"Julia Howell"	88228.827290
892	"Julia Jones"	27962.170260
893	"Julia Kelly"	180075.106620
894	"Julie Boyd"	128806.928170
895	"Julie Harvey"	89748.812810
896	"Julie Hogan"	190168.722590
897	"Julie Lopez"	25851.804170
898	"Julie Melendez"	245405.931990
899	"Julie Miles"	129661.594770
900	"Julie Turner"	126505.356290
901	"Kaitlin Spencer"	81528.070180
902	"Kaitlyn Calhoun"	75078.523810
903	"Kaitlyn Cole"	158134.522530
904	"Kaitlyn King"	103516.127440
905	"Kaitlyn Miller"	487642.811250
906	"Kara Greene"	62858.140120
907	"Kara Harris"	95862.006280
908	"Kara Hill"	633285.834050
909	"Kara Matthews"	62716.735050
910	"Kara Mckee"	164490.300130
911	"Kara Nelson"	72255.951020
912	"Kara Richardson"	130263.843380
913	"Karen Burke"	77223.043880
914	"Karen Campbell"	416793.981410
915	"Karen Campbell"	54368.076310
916	"Karen Carrillo"	159378.457770
917	"Karen Decker"	56024.424170
918	"Karen Flores"	84527.639830
919	"Karen Glass"	245096.839410
920	"Karen Hernandez"	33814.131050
921	"Karen Herrera"	32240.616840
922	"Karen Jones"	201903.364190
923	"Karen Kelly"	194137.241170
924	"Karen Mcgrath"	277260.541960
925	"Karen Munoz"	461083.298310
926	"Karen Osborne"	239540.942520
927	"Karen Parker"	125221.195270
928	"Karen Phillips"	142613.997540
929	"Karen Robinson"	9804.541340
930	"Karen Rodriguez"	71695.886920
931	"Karen Simpson"	171622.248140
932	"Karen Steele"	141070.129980
933	"Karen Wilkinson"	246057.824640
934	"Kari Chambers"	213517.772880
935	"Kari Wright"	78368.986840
936	"Karina Jones"	268541.899420
937	"Katelyn Alexander"	148433.715390
938	"Katelyn Johnson"	146643.615990
939	"Katelyn Lyons PhD"	525423.179410
940	"Katelyn Rogers"	97995.068980
941	"Katherine Carter"	200319.077170
942	"Katherine Dominguez"	19830.189580
943	"Katherine Howard"	242333.967870
944	"Katherine Lawrence"	80480.357480
945	"Katherine Martinez"	549552.681530
946	"Katherine Medina"	260025.486140
947	"Katherine Mueller"	179152.115240
948	"Katherine Ramirez"	185393.649300
949	"Katherine Vincent"	99971.802860
950	"Kathleen Barrett"	109226.352540
951	"Kathleen Blackburn"	77945.205020
952	"Kathleen Burch"	376581.005410
953	"Kathleen Davis"	106279.248250
954	"Kathleen Garcia"	294653.255530
955	"Kathleen Lawrence"	501613.672040
956	"Kathleen Nicholson"	231607.758090
957	"Kathleen Pope"	172097.763070
958	"Kathleen Roberts"	164252.580020
959	"Kathleen Schneider"	490060.840420
960	"Kathleen Sweeney"	136324.392770
961	"Kathryn Campbell"	45903.757020
962	"Kathryn Clark"	88761.291280
963	"Kathryn Henry"	209319.051180
964	"Kathryn Mejia"	152339.906410
965	"Kathryn Smith"	79564.347390
966	"Kathryn Smith"	183253.102540
967	"Kathy Duran"	14304.827520
968	"Kathy Hawkins"	413726.957940
969	"Kathy Moss"	81237.545540
970	"Kathy Scott"	163416.285830
971	"Kathy Smith"	188841.453650
972	"Katie English"	229907.179160
973	"Katie Huff"	54510.649790
974	"Katie Sanchez"	242341.118640
975	"Katie Trevino"	200709.983460
976	"Katrina Bishop"	75675.152260
977	"Kayla Crawford"	461593.613430
978	"Kayla Daniel"	93760.291980
979	"Kayla Davis"	142441.277940
980	"Kayla Davis"	88360.798410
981	"Kayla Gillespie"	412297.147630
982	"Kayla Jones"	158265.636890
983	"Kayla Jordan"	223475.802470
984	"Kayla Lin"	75998.778560
985	"Kayla Morales"	130523.425470
986	"Kayla Mullins"	186067.309380
987	"Kayla Thornton"	149385.927340
988	"Kaylee Hall"	220585.395850
989	"Kelli Chapman"	109518.623630
990	"Kelli Nash"	480406.650590
991	"Kellie Cox"	144845.361550
992	"Kellie Lee"	156824.122820
993	"Kellie Smith"	213956.112500
994	"Kellie Werner"	402939.864390
995	"Kelly Brennan"	124401.572850
996	"Kelly Brown"	119096.820120
997	"Kelly Chavez"	247565.220790
998	"Kelly Clark"	232825.220620
999	"Kelly Davis"	153004.968460
1000	"Kelly Ellis"	80855.534490
